# TOPAS Version: 3.6.p1
# Parameter File: Dets.txt
# Results for scorer Energy2
# Scored in component: Layer3Det2
# X in 1 bin  of 0.99 cm
# Y in 1 bin  of 0.99 cm
# Z in 100 bins of 1e-05 cm
# EnergyDeposit ( MeV ) : Sum   
0, 0, 0, 3.615098476409912
0, 0, 1, 3.667576313018799
0, 0, 2, 3.554298877716064
0, 0, 3, 3.766601800918579
0, 0, 4, 3.585293054580688
0, 0, 5, 3.759860992431641
0, 0, 6, 3.724019527435303
0, 0, 7, 3.614825010299683
0, 0, 8, 3.733627557754517
0, 0, 9, 3.710302829742432
0, 0, 10, 3.546234607696533
0, 0, 11, 3.343108415603638
0, 0, 12, 3.769062042236328
0, 0, 13, 3.608040809631348
0, 0, 14, 3.669829607009888
0, 0, 15, 3.879179000854492
0, 0, 16, 3.720978498458862
0, 0, 17, 3.57981538772583
0, 0, 18, 3.639191627502441
0, 0, 19, 3.719059944152832
0, 0, 20, 3.624097347259521
0, 0, 21, 3.807056665420532
0, 0, 22, 3.67831015586853
0, 0, 23, 3.603827238082886
0, 0, 24, 3.593968868255615
0, 0, 25, 3.539161443710327
0, 0, 26, 3.664569139480591
0, 0, 27, 3.768453598022461
0, 0, 28, 3.674648284912109
0, 0, 29, 3.609453201293945
0, 0, 30, 3.604146480560303
0, 0, 31, 3.570921182632446
0, 0, 32, 3.513306617736816
0, 0, 33, 3.606323719024658
0, 0, 34, 3.666737079620361
0, 0, 35, 3.628933906555176
0, 0, 36, 3.762774467468262
0, 0, 37, 3.581273078918457
0, 0, 38, 3.600244283676147
0, 0, 39, 3.617959260940552
0, 0, 40, 3.644312620162964
0, 0, 41, 3.578159809112549
0, 0, 42, 3.684599876403809
0, 0, 43, 3.672099351882935
0, 0, 44, 3.620178699493408
0, 0, 45, 3.532616138458252
0, 0, 46, 3.637891292572021
0, 0, 47, 3.669210195541382
0, 0, 48, 3.54072117805481
0, 0, 49, 3.696900844573975
0, 0, 50, 3.869186401367188
0, 0, 51, 3.671873331069946
0, 0, 52, 3.686562776565552
0, 0, 53, 3.713623046875
0, 0, 54, 3.714352369308472
0, 0, 55, 3.537554025650024
0, 0, 56, 3.541640996932983
0, 0, 57, 3.721240282058716
0, 0, 58, 3.740025043487549
0, 0, 59, 3.670480012893677
0, 0, 60, 3.661098480224609
0, 0, 61, 3.57009220123291
0, 0, 62, 3.665283679962158
0, 0, 63, 3.633930921554565
0, 0, 64, 3.682851314544678
0, 0, 65, 3.789986133575439
0, 0, 66, 3.591721773147583
0, 0, 67, 3.757340431213379
0, 0, 68, 3.665759563446045
0, 0, 69, 3.802029132843018
0, 0, 70, 3.711203575134277
0, 0, 71, 3.719836950302124
0, 0, 72, 3.628820657730103
0, 0, 73, 3.720568180084229
0, 0, 74, 3.549918651580811
0, 0, 75, 3.802465915679932
0, 0, 76, 3.647507190704346
0, 0, 77, 3.583603620529175
0, 0, 78, 3.6159508228302
0, 0, 79, 3.658748865127563
0, 0, 80, 3.55893611907959
0, 0, 81, 3.639758110046387
0, 0, 82, 3.65148663520813
0, 0, 83, 3.642714023590088
0, 0, 84, 3.655895709991455
0, 0, 85, 3.86641788482666
0, 0, 86, 3.636886119842529
0, 0, 87, 3.678934812545776
0, 0, 88, 3.783736944198608
0, 0, 89, 3.93282675743103
0, 0, 90, 3.739836931228638
0, 0, 91, 3.832895040512085
0, 0, 92, 3.709823608398438
0, 0, 93, 3.622301578521729
0, 0, 94, 3.837489128112793
0, 0, 95, 3.800480127334595
0, 0, 96, 3.733642816543579
0, 0, 97, 3.768802165985107
0, 0, 98, 3.874959230422974
0, 0, 99, 3.622829914093018
