# TOPAS Version: 3.6.p1
# Parameter File: Dets.txt
# Results for scorer Energy1
# Scored in component: Layer3DEt1
# X in 1 bin  of 0.99 cm
# Y in 1 bin  of 0.99 cm
# Z in 100 bins of 1e-05 cm
# EnergyDeposit ( MeV ) : Sum   
0, 0, 0, 3.247905492782593
0, 0, 1, 3.24013352394104
0, 0, 2, 3.172276496887207
0, 0, 3, 3.234848737716675
0, 0, 4, 3.251790046691895
0, 0, 5, 3.157400608062744
0, 0, 6, 3.256143569946289
0, 0, 7, 3.262597322463989
0, 0, 8, 3.261600494384766
0, 0, 9, 3.121320724487305
0, 0, 10, 3.370435476303101
0, 0, 11, 3.081299304962158
0, 0, 12, 3.170084476470947
0, 0, 13, 3.187399864196777
0, 0, 14, 3.170435190200806
0, 0, 15, 3.212494373321533
0, 0, 16, 3.224706888198853
0, 0, 17, 3.124225378036499
0, 0, 18, 3.199440717697144
0, 0, 19, 3.068943023681641
0, 0, 20, 3.297307968139648
0, 0, 21, 3.342455863952637
0, 0, 22, 3.227236747741699
0, 0, 23, 3.247077941894531
0, 0, 24, 3.222066164016724
0, 0, 25, 3.299085378646851
0, 0, 26, 3.189085721969604
0, 0, 27, 3.09405517578125
0, 0, 28, 3.151696920394897
0, 0, 29, 3.245511531829834
0, 0, 30, 3.26012396812439
0, 0, 31, 3.11149525642395
0, 0, 32, 3.224460124969482
0, 0, 33, 3.312026977539062
0, 0, 34, 3.342915058135986
0, 0, 35, 3.187566757202148
0, 0, 36, 3.231073141098022
0, 0, 37, 3.234381914138794
0, 0, 38, 3.223597526550293
0, 0, 39, 2.99884033203125
0, 0, 40, 3.295394897460938
0, 0, 41, 3.304802179336548
0, 0, 42, 3.157245397567749
0, 0, 43, 3.181687355041504
0, 0, 44, 3.213899612426758
0, 0, 45, 3.17771577835083
0, 0, 46, 3.312383413314819
0, 0, 47, 3.206841945648193
0, 0, 48, 3.171363830566406
0, 0, 49, 3.268123626708984
0, 0, 50, 3.307783126831055
0, 0, 51, 3.28182578086853
0, 0, 52, 3.273066759109497
0, 0, 53, 3.298220157623291
0, 0, 54, 3.236121416091919
0, 0, 55, 3.133313894271851
0, 0, 56, 3.226631879806519
0, 0, 57, 3.279202938079834
0, 0, 58, 3.160622119903564
0, 0, 59, 3.171140432357788
0, 0, 60, 3.316188812255859
0, 0, 61, 3.108829975128174
0, 0, 62, 3.215894222259521
0, 0, 63, 3.457021951675415
0, 0, 64, 3.273009300231934
0, 0, 65, 3.197530746459961
0, 0, 66, 3.330924987792969
0, 0, 67, 3.207104206085205
0, 0, 68, 3.113002300262451
0, 0, 69, 3.345190763473511
0, 0, 70, 3.254802227020264
0, 0, 71, 3.270366430282593
0, 0, 72, 3.277742862701416
0, 0, 73, 3.03202223777771
0, 0, 74, 3.025110244750977
0, 0, 75, 3.1030592918396
0, 0, 76, 3.24111270904541
0, 0, 77, 3.24132513999939
0, 0, 78, 3.334388494491577
0, 0, 79, 3.233342409133911
0, 0, 80, 3.175451278686523
0, 0, 81, 3.290970325469971
0, 0, 82, 3.175987243652344
0, 0, 83, 3.282122373580933
0, 0, 84, 3.149711847305298
0, 0, 85, 3.224138975143433
0, 0, 86, 3.349255323410034
0, 0, 87, 3.137255430221558
0, 0, 88, 3.363606214523315
0, 0, 89, 3.325417041778564
0, 0, 90, 3.337125539779663
0, 0, 91, 3.327341318130493
0, 0, 92, 3.462193727493286
0, 0, 93, 3.225583076477051
0, 0, 94, 3.253791809082031
0, 0, 95, 3.268396854400635
0, 0, 96, 3.089741230010986
0, 0, 97, 3.263164281845093
0, 0, 98, 3.423864126205444
0, 0, 99, 3.397398233413696
